year_month,DM1,DM2,DM3,DM4,DM5,EM1,EM2,EM3,JM3,JM4,MM1,MM13,MM14,MM15,MM16,MM17,MM19,MM2,MM3,MM4,MM5,MM6,MM7,MM8,NM1,NM2,NM3,NM5,NM6,NM8,PM1,PM11,PM2,PM3,PM4,PM6,PM7,PM8,PM9,SM1,SM10,SM11,SM12,SM13,SM17,SM18,SM19,SM2,SM20,SM3,SM4,SM5,SM6,SM7,SM9,TM2,TM3,TM4,TM5,TM6,TM7,TM8,VM1,VM12,VM14,VM15,VM2,VM4,VM5,VM6,VM7,VM8,WM1,WM2,WM3,WM4,ET1,ET2,NT1,PT2,PT3,PT4,ST1,ST3,TT1,VT10,VT11,VT12,VT2,VT3,VT4,VT8,WT1,WT3
2003-05-01,1.5,1.4,1.4,1.7,2.1,6.2,6.4,4.7,9.6,8.2,5.7,0.6,0.4,0.5,0.2,1.2,1.5,1.3,1.4,0.8,0.7,1,0.7,1.8,1.3,1.9,1.7,8.3,1.9,7,1.4,1,1.1,0.6,2.4,1.9,0.6,0.5,0.7,1.9,19,32,8.4,7.4,6.8,3.8,4.1,3.4,4.2,2.3,2.9,5.8,6.3,4.5,17,4.5,13,3.7,4.1,2.2,3.9,3.8,5.7,3.3,10,14,4.5,6.3,5.9,9.4,5,9.8,6.4,11,5.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-06-01,36,25,17,16,8.8,23,6.1,21,28,33,30,1.9,1.1,2.3,3.1,13,2,6.5,11,9,9.6,5.2,5,1.8,7.3,5.1,4.9,4.3,7.1,7.7,5.8,2.2,3,3.6,3.7,5.9,3.8,1.7,3.3,1,16,26,14,8,6.6,1.4,1,1.8,4,1.6,2.1,1.1,1.5,3.1,5.2,1,95,6.4,25,3,13,40,1.3,7.2,12,1.8,1.7,2.2,1.5,1.4,3.8,1.8,7.9,1.7,2.7,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-07-01,11,6.1,2.7,1.8,2.1,17,31,27,24,27,9.2,2.5,5.6,4.4,1.2,1.3,9.4,0.8,1.4,0.2,0.9,2,2,3.4,2.4,1.8,2.3,1.7,1.7,2.1,2.7,2.4,2.6,2.6,2.7,1.8,2.4,1.4,2.8,1.1,25,25,21,11,26,10,9,2.4,19,3.3,2.9,14,8.7,6.4,4.1,4.4,5,2.1,6,2.2,1.4,1,34,12,20,41,43,36,34,40,25,26,30,19,23,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-01,2.6,2.5,3.5,3.1,4.8,14,7.3,16,17,14,21,8.8,8.8,1.2,0.7,2.9,13,9.8,15,2.7,0.9,2.7,4.1,13,6.1,4.3,3.5,2.7,5,4.5,1.2,0.6,3.5,1.6,1.5,2.6,1,0.5,1.2,12,17,22,22,22,16,17,6.8,15,12,16,18,14,20,23,10,16,13,11,8.2,6.3,5.4,2.9,18,11,22,15,23,17,14,12,13,13,16,13,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-09-01,5,7.8,3.8,1.4,1.5,0.9,0.6,0.7,0.9,0.7,51,1.1,1.3,1,1.4,1.2,1.5,5.9,2.2,1.3,1.1,1.2,5.9,1.4,3.5,1.8,2.4,3.8,3.3,3.5,2.3,0.6,3.5,2.3,1.8,4.9,1.1,0.8,0.8,2,14,15,10,14,9.5,3.2,1.7,2.7,11,2.9,3.1,2.6,15,14,5.6,46,14,23,9.2,9.7,7.4,7.3,0.9,0.7,1.6,0.6,0.8,0.5,0.4,0.6,0.8,0.8,1,1,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-10-01,10,5.3,3.4,2.1,1.2,2,3.4,1.6,1.8,1.7,16,1.6,1,0.8,0.7,0.8,1.8,3.2,4.6,1.6,1.3,0.6,0.8,1.8,2.2,1.8,2,2.1,2.1,2,2,1.1,1.8,1.4,1.4,1.3,1,0.8,1.2,1.2,4.2,3.5,3.8,2.3,1.6,1,1.1,0.8,1.8,0.9,0.9,1,1.4,2.3,1.4,12,9.3,7,4.4,4,2.6,1.5,1.7,1.2,1.7,1.6,1.1,1.4,1.9,1.9,1.3,1.6,1.7,1.9,2,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-11-01,3.8,3.2,1.4,1.9,1.7,2.3,2.2,1.5,1.8,1.7,16,1.7,2.6,2.3,1.7,1,4.4,2.3,1,1.3,1,1.4,1.4,3.7,1.3,1.2,0.8,1.4,1.2,1.2,1.8,1.4,2,2,1.8,2.8,1,1.3,1.5,1.6,2.4,1.7,1.2,1.8,1.4,1.3,1.3,1.2,1.1,1.2,1.6,1.5,1.8,1.3,1.4,47,13,11,6.8,5.8,4,2.4,2.3,1.3,0.8,1.4,1.9,1.7,1.9,1.6,0.9,1.1,1.5,1.4,1.5,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-01,3.8,3.3,3.8,1.6,1.8,1.2,1.6,1.5,2,1.3,14,2.6,1.1,1.1,1.6,2.3,1.2,6.4,3.4,5.1,2.8,3,3.1,1.4,2.7,2.5,2.5,2.5,2,2.5,3.5,1.5,2.4,2.3,2.8,2.4,1.5,1.5,2,2.3,7.1,7.6,7.9,4.5,2.3,1.7,1.1,1.4,4.6,2.2,2.4,1.7,1.6,5,7,12,16,8.9,7.6,7.6,4.1,4.1,2.5,0.9,1.2,1,1.3,2,1.3,1.2,1.4,1.9,1.5,1,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-01,71,71,55,9.1,26,6.3,4.9,4.5,5.1,6.5,9.6,2,1.3,1.7,1.7,1.2,1.2,3.1,1.4,1.7,0.9,1.1,1.2,1.3,0.8,0.8,0.9,0.8,2.3,1.6,1.5,1.5,1.3,1.3,1.3,1.9,2.6,3.5,1.7,6.5,9.5,13,15,5.8,8.8,7.6,6.2,7.4,5.1,7.7,8.9,8.2,8,15,6.8,7.7,9.1,6.5,2.6,4,2,1,6,4.1,3.2,3.6,5.6,4.4,5,3.4,0.8,1.8,3,3.8,3.7,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-01,5,1.4,2,0.6,1.1,2.3,2.4,1.6,1.8,1.1,35,0.6,0.8,0.8,0.8,2.9,0.6,6.9,3.2,3.3,2.8,2,2.8,0.6,1.1,0.8,1,1.2,2,2,2.9,1.7,2.3,2.3,2.5,2.6,1.8,1.5,2,1.1,2.1,2,1.6,1.2,1.2,1.2,0.9,0.9,1.2,0.7,0.8,0.6,0.8,1.6,2.2,18,9.3,12,3.6,11,7.6,4.6,0.6,0.4,0.5,0.4,0.7,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-01,2.4,3.4,0.9,1.9,1.6,0.8,0.6,0.7,0.8,0.7,22,0.9,1.7,0.9,0.8,1.3,2,2,1.9,0.9,0.8,1.4,2.4,0.8,0.8,1.1,1.1,1.2,0.8,0.9,1.1,0.5,0.7,0.7,0.9,1.5,0.8,0.7,0.5,1.4,2,1.9,2.2,2.2,1.4,1.4,1.3,1.2,2,0.7,1.2,1.4,1.6,1.6,1.2,4.5,7.7,4.2,3.4,2.6,1.4,1.3,0.9,0.8,0.5,0.5,0.5,0.4,0.4,0.4,0.3,0.5,0.7,0.7,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-04-01,16,2.6,0.5,1.7,2.9,1.4,0.6,1,0.7,0.8,6.9,1.8,0.8,0.7,0.8,3,1,4.6,2,1.9,2.1,3.5,2.8,0.8,0.8,0.8,0.7,0.5,1,0.9,1.4,1.1,2.5,1.6,1.4,1,0.8,0.7,0.6,1.6,8.5,27,25,22,19,9.2,6,8.6,13,10,8.8,16,2.4,5.6,6.4,76,35,27,13,22,8,3.9,1,8.9,22,1.7,1.2,0.8,0.9,0.8,2.5,3.1,5.9,5.1,5.3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05-01,2.1,1.6,1.3,3,4.4,3.5,2.6,2.9,2.4,2.8,6.5,0.6,1.1,0.7,0.7,1.8,3.6,3.6,1.9,1.1,0.8,2.4,2.8,1.2,11,17,12,12,14,11,2.6,0.7,2.9,1.9,1.6,2.7,0.8,0.7,0.7,0.9,2.4,4.2,3.9,4.9,5,1.6,1.2,1.3,5.1,1.3,1.1,1.2,1.5,1.3,0.9,16,11,7.4,7.1,6.4,2.3,1.4,0.7,1.4,1.9,1.3,0.7,2.2,2.9,1.8,1.8,1.8,6.1,2.6,1.6,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-06-01,17,5.6,1.2,1.8,1.5,1.8,1.4,1.3,2.2,2.2,11,1.6,2.2,2.3,3,2.6,3.6,2.4,2.2,3.5,3.1,1.7,2.3,2.5,1.9,1.9,3.6,1.8,4.5,6.2,1.6,0.5,2.8,1.9,2.2,1.4,0.9,0.7,0.7,1.9,28,27,24,17,17,2.4,24,6.6,15,3.7,2.2,12,19,2.5,16,13,15,10,7.4,5.4,4.5,3.5,9.2,6.3,8,8.5,6.1,4.1,5.2,8,5.4,6.2,21,26,8.2,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-07-01,9.9,1.6,1.8,1.4,3.3,4.4,4,3.2,10,11,21,3.1,8.3,0.8,0.7,0.9,11,2.4,2.6,0.8,0.7,1.7,1.6,7.9,2.1,4.3,2.1,1.2,3.6,4.4,1.6,2.1,2.1,1.1,1.8,1.6,1,1.6,1.1,3.8,24,33,31,27,19,5.6,3.4,2,5.7,1.9,1.8,3.6,5.2,1,23,12,16,13,13,8.7,7.4,3.4,1.6,5.4,11,6.8,3.5,2.4,3.7,4.9,4.8,4.2,7.7,9.1,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-08-01,2.9,0.8,5.8,2,3.7,6.7,4.3,1.6,6.5,5.7,18,13,9.3,3,2.4,2.7,9.1,5,5.3,2.6,3.1,3.2,2.3,18,5.4,9.9,10,6.3,7.8,15,2.1,2.3,2.6,2.3,2.2,3.5,2.2,2.2,2.6,11,12,9.8,8.7,13,5.2,11,8.5,9.2,12,8.5,7.9,14,13,9.5,12,6.2,11,6.9,5.3,5.2,20,16,11,10,31,10,11,12,13,12,20,15,22,15,13,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-09-01,5.8,4,1.6,2.2,1.8,5.7,14,2.8,1.4,13,53,0.8,0.7,0.5,1,5.3,0.8,4.6,15,9.1,7.6,24,7.1,1,1.1,0.8,1.2,1.2,1.9,1.1,6.2,2.6,8.3,14,3.3,3.3,5.6,2.4,4.3,0.5,4,3.1,0.8,1.7,1.8,4.2,2.2,7.4,1.7,3.4,4.3,2.5,2.3,7.4,0.8,6.3,8.2,5.9,4.5,7.4,2.8,4.1,11,4.6,14,8,3.3,6.1,10,13,26,7.8,6.9,12,9,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-10-01,7.2,3.1,1.6,2.5,2.4,2.3,1.9,1.3,2.7,2,2.1,2.2,1.5,1.3,1.5,2.2,1.4,5.8,13,2.3,1.6,2.1,3.6,1.2,1.5,1.2,1.5,2.5,2.3,1.9,1,1.1,1.4,1.1,1.2,5.2,1.6,1.3,1.2,1.3,3.8,3.2,2.4,2.8,1.2,1.5,1.5,1.4,1.6,1.2,1.4,1.5,2.2,3,1.7,10,10,5.4,4.7,2.8,2.6,1.4,2,0.9,0.7,1.7,1.2,1.2,1,1.1,1.3,0.9,1.5,1.1,1.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-11-01,17,3.5,0.8,2.2,2.8,2.9,2.9,2.6,4.2,2.7,22,2.1,1.4,1.9,1.5,2.7,1.9,5.9,4,1.4,1.4,2.4,4.8,1.6,4.1,4.4,5.9,1.3,5,5.4,2.2,3.2,3.4,2.3,2.4,3.6,2,1.4,1.8,1.1,3.4,3.5,2.2,2.2,1.7,1.4,1.3,1.2,1.6,1,1.4,1.3,2,1.9,1.3,12,9.8,8.9,3.9,5.9,4.4,2.8,1.3,1.1,1,0.9,1.1,0.9,1,0.8,0.8,1,0.8,0.8,0.9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-12-01,39,12,1.1,1.3,0.5,1.8,1.7,1.6,1.4,0.9,9,0.8,1.1,0.8,0.7,0.8,0.5,4.5,4,0.8,1.3,1.5,4.3,0.7,0.5,0.8,0.6,0.8,1.3,1.4,1.7,0.8,1.1,0.6,1.2,2.7,1.3,1.2,1.1,0.8,3.3,1.7,1.9,1.5,0.8,0.8,0.9,0.4,0.6,0.4,0.5,0.6,0.7,0.8,1.7,11,8.8,7.2,2.3,3.6,3,1.7,1,0.7,0.8,0.6,1.2,0.8,0.8,0.7,0.9,0.9,0.6,1.3,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-01-01,120,140,39,2.3,3.8,1.7,1.6,1.7,1.6,1.4,3.2,1,0.8,1,0.8,2,0.8,3.2,1.6,1.7,2,1,1.8,0.6,1.2,0.8,1.1,2.7,1.8,1,3.7,1.9,2.2,1.7,2.6,1.8,2.1,1.3,1.6,6.1,5.5,6.1,1.7,1.6,1.2,2.3,1.9,1.9,1.5,2.1,2.9,2.8,2.5,5.2,3.5,4.3,3.8,4.4,1.6,2.7,0.8,1.1,1.2,1.1,1.2,1,1,1,1,0.8,1.2,1.3,2.4,1.4,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-02-01,1.8,0.4,0.5,0.8,0.8,1.3,0.5,0.7,0.6,0.6,1.8,0.8,1,0.7,0.8,0.9,0.8,0.8,0.8,0.7,0.8,0.7,1.1,0.7,1.1,0.8,0.8,0.9,1.1,1.5,2.3,0.8,1.9,1.9,0.9,1.5,1.7,0.5,0.9,2.7,2.2,1.8,1.7,2,1.3,1.5,1.5,1.6,1.9,1.2,1,1,1.2,1.4,1.4,0.8,0.8,0.8,0.8,0.8,1,0.8,1,1.6,1.6,1.4,0.9,1.2,0.9,1,1.1,1.6,2.1,1.4,2,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-03-01,0.6,0.8,0,0.3,0.7,0.9,0.8,0.7,1.1,1.2,13,0.6,0.6,0.9,0.9,3.2,1.2,5.9,8.2,4.7,2.4,1.6,9.6,0.6,0.5,0.7,0.7,0.5,0.7,1.4,2.3,2.1,2.6,2.2,2.2,1.5,1.3,1.7,1.9,1.1,0.8,0.6,0.8,0.8,0.6,1.1,0.8,0.9,0.6,0.6,0.7,1.1,1.1,1,0.7,2.2,3.5,2.8,8.1,2.2,2.5,1.5,1,1,0.7,0.8,1.1,0.9,0.8,0.8,0.8,0.9,2,0.9,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-04-01,2.1,0.8,0.4,0.9,0.8,1.3,0.8,0.9,0.8,1.2,3.9,0.8,0.8,0.9,0.6,0.5,2,0.6,1.8,0.8,0.4,0.5,1.4,0.9,12,15,9.6,6.8,15,17,2.5,1.3,3.3,3,1.5,2.8,2.2,1.4,1.3,1.5,14,15,17,7,5.1,1,1.2,2.8,11,10,10,4.4,8.1,24,9.6,5,5,9.3,1.5,4.4,2,1,1.6,1.6,1.5,1.3,1.5,1.4,0.9,1.4,1.4,1.5,2.4,1.8,1.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-05-01,1.8,1.1,1.9,1.2,1.4,2.4,2.9,3.3,1.9,1.5,1.4,1,1,0.7,1.3,1.6,3.6,4,1.9,1.6,1,2,3.4,3.6,2.3,1.9,1.8,2.4,1.6,2.6,1.2,1,6.7,7.7,3.1,1.5,2,2.4,1,1.8,28,5.7,5.8,4.5,1.8,3,0.8,2.3,3.2,1.6,1.6,2.5,2.1,3.2,2,11,12,9.2,6.2,7.7,5.9,3.4,1.4,1.2,1.8,1.1,1.3,1.1,1.3,1.8,1.3,1.4,2.5,1.5,1.4,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06-01,5,2.9,1.5,1.7,1.6,2.7,2.2,0.8,2,2.1,11,20,1,0.9,1.1,0.9,2.2,1.9,1.8,0.8,0.8,0.9,0.8,19,1.4,1.7,1.8,2.2,2.1,2.1,1.6,1.6,1.4,2.1,1.2,2.9,5.3,1.2,1.1,20,5.8,11,5.2,3.8,2.5,6,16,13,1.3,10,12,12,14,21,3.3,14,12,8.7,12,4.2,1.8,1.8,1.4,1.2,2.7,2,1,1,1.8,1.9,1.9,1.1,1.7,1.2,0.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-07-01,260,17,19,63,49,10,9,12,1.9,8.3,13,5.4,12,6.3,2.8,2.8,16,6.4,4.5,3.4,3.8,4.3,5.3,14,19,14,6,9.4,1.5,2.3,1.9,1.4,2.1,1.7,2,2,1.3,1.4,1.7,10,30,32,22,22,9.7,18,25,22,19,29,31,21,33,27,9.7,7.1,6.7,6.7,3.7,3.8,3.3,3.4,12,8.9,19,6.8,8.7,8.5,8.9,6.5,11,8,16,15,7.5,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-08-01,4.5,5,2.1,1.9,1.8,1.1,1.2,1.2,1.5,1.2,9,1.8,1.3,1.4,1.7,1.4,1.4,4.2,2,1.4,1.3,1.3,4.7,1.4,19,26,3.6,19,19,12,3.6,1.6,2,1.3,3.8,2.6,3,2.6,3,5.2,2,1.8,2.4,2.6,2.4,2.5,3.5,2,2.5,1.4,1.3,2.7,1.5,1.3,1.7,13,2.8,12,8.1,14,7.4,2.5,4,2.2,4.7,14,5.6,6.9,9.4,10,1.7,1.3,1.8,1.6,1.9,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-09-01,5.8,2.9,1.7,2.2,1.1,2.5,3,2.8,4,2.2,4,2.4,2,1,1.6,1.1,1.4,1.8,1.1,1,0.8,1.2,2,1.2,1.9,1.6,1.2,2.9,3.8,3.3,1.4,1,2.6,1.7,1.3,6.6,1,1.2,1,1.2,3.5,3.4,2.3,2.2,2.9,1.3,1.4,1.3,2,1.6,1.4,1.6,1.6,1.3,1,5.4,6.8,4,3.4,3,1.5,1.4,9.1,4.3,5.3,10,5.8,5.6,7.7,7.8,8.4,5.9,8.3,7.3,7.1,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
