year_month,DM1,DM2,DM3,DM4,DM5,EM1,EM2,EM3,JM3,JM4,MM1,MM13,MM14,MM15,MM16,MM17,MM19,MM2,MM3,MM4,MM5,MM6,MM7,MM8,NM1,NM2,NM3,NM5,NM6,NM8,PM1,PM11,PM2,PM3,PM4,PM6,PM7,PM8,PM9,SM1,SM10,SM11,SM12,SM13,SM17,SM18,SM19,SM2,SM20,SM3,SM4,SM5,SM6,SM7,SM9,TM2,TM3,TM4,TM5,TM6,TM7,TM8,VM1,VM12,VM14,VM15,VM2,VM4,VM5,VM6,VM7,VM8,WM1,WM2,WM3,WM4,ET1,ET2,NT1,PT2,PT3,PT4,ST1,ST3,TT1,VT10,VT11,VT12,VT2,VT3,VT4,VT8,WT1,WT3
2003-06-01,9.2,8.1,6.2,6.2,5.9,0.56,2.4,0.56,0.1,0.06,2.1,0.48,0.52,0.77,0.81,0.94,0.57,0.94,1.1,0.81,0.87,1.2,0.66,0.49,5.7,5.6,5.3,6.7,6.1,6.3,1.2,1.1,0.94,0.94,1.5,1.2,1.1,0.86,1.1,1.2,2.7,2.1,2.1,2.6,2.4,1.6,1.4,1.6,3.5,2.1,2.3,1.6,1.7,2.3,2.9,1.1,1.5,1.1,0.99,1.3,1.2,1.2,0.6,4.3,5.3,0.99,0.68,0.74,0.84,0.92,3.5,3.9,2.4,4,3.9,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-07-01,4.7,4.8,6,6,5.2,0.05,0.12,0.13,0.33,0.21,0.1,0.45,0.48,0.22,0.09,0.1,0.32,0.07,0.09,0.1,0.08,0.09,0.09,0.8,2.8,4.3,5.2,5.2,4.8,5,0.21,0.12,0.2,0.13,0.14,0.12,0.1,0.07,0.17,0.62,0.35,0.3,0.64,0.51,0.62,0.73,0.59,0.86,1.4,0.78,0.74,0.69,1.3,1.4,1.5,0.52,0.09,0.12,0.09,0.08,0.07,0.07,0.49,2.1,3.7,1.3,0.41,0.57,0.92,1.1,0.57,1.1,1.1,2.4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-01,6.1,5.5,4.7,4.5,4,0.24,0.36,0,0,0.18,0.17,0.59,0.15,0.21,0.63,0.39,0.13,0.22,0.44,0.31,0.52,1,0.21,0.69,2.8,2.7,2.7,4.5,3.4,3.9,0.75,0.54,0.64,0.64,0.92,0.42,0.54,0.52,0.56,0.06,0.57,0.43,0.45,0.37,0.5,0.15,0.13,0.09,1.4,0.15,0.13,0.07,0.23,0.11,1.2,0.69,0.44,0.48,0.58,0.4,0.4,0.45,0.07,0.57,0.51,0.14,0.06,0.07,0.17,0.15,0.49,0.43,0.3,0.66,0.49,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-09-01,7.6,7.9,3.9,3.9,3.7,1.1,0.92,0.68,1,1,0.12,0.23,0.29,0.46,0.45,0.63,0.61,0.51,0.74,0.58,0.62,0.88,0.57,0.75,6,5.5,4.5,6.6,6.5,7.3,0.8,0.18,0.9,0.66,0.72,0.66,0.21,0.13,0.25,0.25,1.5,1.2,1.4,0.94,0.85,0.11,0.21,0.39,1.2,0.41,0.33,0.23,0.15,0.57,1.6,1.5,0.71,1.2,0.57,0.65,0.72,1,1.2,2,2.9,1.5,1.3,1.2,1.4,1.4,1.3,2.1,1.4,2.5,1.8,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-10-01,8.6,6.1,4.2,2.3,1.4,1.1,1,0.99,1,1.1,0.59,0.6,0.75,0.78,0.7,0.65,0.66,0.61,0.6,0.59,0.65,0.66,0.62,0.65,0.8,0.75,0.72,0.67,0.79,0.97,1.1,0.79,1.1,1.1,0.98,1,0.86,0.85,1,0.51,1.1,1,1,1,0.93,0.58,0.58,0.59,0.88,0.56,0.57,0.51,0.49,0.79,0.98,1.2,0.96,0.85,1.2,0.93,0.83,0.81,1.1,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2,0.95,1,0.99,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-11-01,7.6,6.1,3.7,2.3,0.9,0.49,0.46,0.46,0.52,0.52,0.19,0.56,0.43,0.71,0.26,0.55,0.58,0.27,0.49,0.44,0.41,0.6,0.25,0.56,0.82,0.91,1.1,1.6,1.1,0.81,0.54,0.67,0.67,0.69,0.44,0.84,0.76,0.68,0.5,0.57,0.76,0.76,0.86,0.95,0.63,0.58,0.58,0.56,0.73,0.58,0.58,0.6,0.56,0.67,0.69,0.55,0.2,0.3,0.44,0.33,0.35,0.43,0.54,0.7,0.75,0.9,0.51,0.66,0.69,0.73,0.69,0.58,0.48,0.5,0.55,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-01,6.2,5.2,2.7,1.5,1.2,0.92,0.88,0.86,0.9,0.92,0.52,0.65,1.2,1.3,0.87,0.48,1.2,0.46,0.52,0.38,0.49,0.5,0.52,1.2,0.83,0.9,0.98,1.1,1.1,0.93,0.51,0.72,0.7,0.73,0.63,0.94,0.76,0.75,0.62,1,0.33,0.31,0.35,0.67,1.1,1,1.2,1.1,0.53,0.95,0.84,1.1,1.1,0.63,0.63,0.93,0.7,0.7,0.75,0.7,0.7,0.75,0.92,1.1,1.1,1.1,0.98,0.99,1.1,1.1,1,1.1,0.89,0.99,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-01,4.5,2.9,1.1,1.6,1.3,0.18,0.26,0.29,0.15,0.17,0.27,0.48,0.52,0.46,0.34,0.12,0.44,0.15,0.08,0.13,0.12,0.23,0.19,0.4,0.53,0.5,0.48,0.47,0.48,0.49,0.14,0.74,0.2,0.18,0.37,0.17,0.24,0.42,0.24,0.23,0.18,0.05,0,0.15,0.19,0.23,0.34,0.24,0.16,0.19,0.13,0.21,0.12,0.07,0.39,1.2,1.1,1.1,1,0.98,0.85,0.74,0.17,0.31,0.32,0.21,0.17,0.2,0.21,0.2,0.45,0.42,0.28,0.24,0.2,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-01,4.3,3.9,2.1,1,0.72,0.29,0.25,0.32,0.49,0.55,0.52,0.19,0.19,0.18,0.28,0,0.21,0.1,0,0,0,0,0,0.19,0.54,0.55,0.61,0.66,0.54,0.55,0.11,0.37,0.27,0.25,0.19,0.27,0.27,0.36,0.4,0.3,0.88,0.78,0.63,0.6,0.23,0.2,0.23,0.26,0.38,0.4,0.43,0.22,0.2,0.7,0.78,2.2,0.9,1.2,0.91,0.95,0.86,0.42,0.6,0.66,0.66,0.73,0.61,0.74,0.75,0.74,0.75,0.57,0.57,0.61,0.61,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-01,4.2,3.1,1.6,1.2,0.97,0.57,0.49,0.41,0.59,0.57,0.3,0.08,0.17,0.08,0.08,0.14,0.19,0.17,0.14,0.26,0.3,0.12,0.09,0.08,0.85,0.88,0.96,1.4,1.2,0.8,0.38,0.22,0.42,0.65,0.31,0.28,0.16,0.12,0.29,0.41,1,1,0.96,0.88,0.49,0.44,0.26,0.5,0.69,0.68,0.63,0.49,0.44,0.74,0.93,0.93,0.91,0.84,1,0.77,0.67,0.47,0.65,0.64,0.62,0.73,0.63,0.63,0.72,0.72,0.73,0.55,0.49,0.55,0.59,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-04-01,7,5.9,3.9,3.7,3.2,0.86,0.82,0.82,0.51,0.41,0,0.26,0.21,0.25,0.28,0.35,0.27,0.13,0.29,0.33,0.38,0.53,0.1,0.23,0.83,0.81,1.2,1.6,1.5,0.87,0.07,0.08,0.14,0.07,0.11,0,0.06,0.1,0.13,0,1,0.06,0,0,0,0.34,0,0.07,1,0,0.09,0,1.1,0.85,1.2,1.5,1.3,1.3,1.1,1.2,1.1,0.92,0.23,0.24,0.15,0.29,0.25,0.24,0.32,0.32,0.3,0.23,0,0,0.27,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05-01,4.9,4.9,3.3,3.1,2.6,0.26,0.29,0.14,0.29,0.27,0.53,0.12,0,0.06,0.18,0.2,0,0.34,0.25,0.13,0.08,0.23,0.21,0,0.1,0.47,0.1,1.4,0.54,0.27,0.14,0.32,0.13,0.09,0.39,0.14,0.14,0.19,0.38,0.06,0.41,0.14,0.12,0,0.06,0.17,0.11,0.14,0.29,0.22,0.31,0.2,0.67,0.7,0.76,0,0,0,0.07,0.09,0.25,0.28,0.42,0.95,1.1,0.69,0.38,0.4,0.36,0.43,0.64,0.77,0.17,0.91,0.71,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-06-01,9.3,8.8,4.5,4.2,3.5,0.4,0.34,0.31,0.27,0.25,0.94,0.21,0.17,0.1,0.08,0.42,0.14,0.62,0.33,0.16,0.07,0.81,0.56,0.16,1.4,1.8,2.2,2.3,2,2,0.66,0.52,0.58,0.53,0.46,0.44,0.54,0.61,0.52,0.38,0.09,0.09,0.22,0.06,0.23,0.28,0.19,0.13,0.13,0.45,0.6,0.22,0.3,1.2,0.61,0.58,0.33,0.48,0.41,0.54,0.52,0.33,0.06,1.6,2.3,0.35,0.16,0.32,0.3,0.21,1.5,1.5,0.62,0.24,1.4,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-07-01,11,9.7,4.9,4.5,4.3,1.2,1.4,1.2,1.1,1.1,0.31,0.14,0.07,0.25,0.25,0.43,0.05,0.22,0.29,0.33,0.42,0.11,0.07,0.11,3.5,3.5,3.5,3.9,3.3,3.1,0.21,0.08,0.27,0.14,0.32,0.17,0.19,0.19,0.16,0.23,1.1,0.22,0.78,1.1,1.8,0.21,0.34,0.47,2.4,1,0.73,0.52,1,1.5,2,0.47,0.31,0.36,0.27,0.32,0.32,0.26,1.1,1.5,2.6,1.7,1.3,1.3,1.6,1.5,0.43,0.54,0.25,2.4,1.5,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-08-01,9.7,8.6,5.5,5.2,4.8,0.57,0.46,0.58,0.55,0.53,0.16,0.22,0.09,0.15,0.07,0,0.41,0,0.12,0,0,0.07,0,0.42,1.3,1.3,1.6,2.5,2,1.7,0.51,0.25,0.44,0.32,0.4,0.36,0.24,0.2,0.45,0.22,0.3,0.09,0.21,0.21,0.37,0.47,0.09,0.31,0.31,0.53,0.49,0.25,0.38,0.71,0.27,1.5,1.5,1.4,1.8,1.3,1.3,1.3,0.21,1.5,1.3,0.46,0.39,0.49,0.71,0.67,0.34,0.47,0.69,0.61,0.81,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-09-01,4.6,3.7,3.1,3,2.7,1.3,0.88,0.94,1.4,1.4,2,0.1,0.12,0.13,0.35,1.1,0.26,1.6,1.3,1.1,0.93,1.2,1.3,0.18,1.9,2,2,3,2.4,1.9,0.28,0.53,0.32,0.17,0.51,0.15,0.1,0.49,0.64,0.38,2.6,2.7,2.4,2.4,2.3,0.42,0.36,0.51,2.5,0.81,0.79,0.49,0.43,1.1,2.3,0.35,0.22,0.15,0.17,0.29,0.64,0.21,1.1,1.8,1.5,1.5,1.4,1.4,1.4,1.5,0.94,1.5,0.34,0.8,1.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-10-01,2.1,1.5,1.1,1,0.99,0.83,0.81,0.67,0.88,0.88,0.63,0.68,0.74,0.76,0.69,0.6,0.82,0.22,0.25,0.78,0.67,0.54,0.27,0.68,1.2,1.2,1.1,0.92,0.93,0.84,0.5,0.68,0.57,0.56,0.64,0.3,0.49,0.61,0.62,0.81,1.1,1.1,1.1,1.1,0.84,0.87,0.84,0.96,1,1,1.1,1,0.97,1.2,1.1,0.8,0.56,0.53,0.67,0.53,0.59,0.59,1.3,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.3,1.1,1.1,1.1,1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-11-01,6.7,5.5,3.8,2.7,2.2,0.8,0.76,0.68,0.9,0.93,0.39,0.33,0.45,0.41,0.53,0.52,0.45,0.47,0.46,0.58,0.5,0.54,0.27,0.36,1.2,1.3,1.6,2.1,1.3,0.88,0.83,0.52,0.8,0.73,0.84,0.34,0.65,0.6,0.58,0.59,0.78,0.74,0.74,0.72,0.52,0.55,0.58,0.55,0.46,0.57,0.57,0.54,0.69,0.68,0.58,0.28,0.08,0.12,0.3,0.18,0.17,0.21,0.53,0.73,0.7,0.63,0.56,0.62,0.65,0.65,0.69,0.57,0.46,0.55,0.67,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-12-01,5,3.7,2.5,1.9,1.5,0.74,0.69,0.59,0.76,0.75,0.21,0.28,0.37,0.59,0.62,0.47,0.55,0.21,0.36,0.57,0.59,0.48,0.25,0.48,0.85,0.84,0.94,0.96,0.98,0.96,0.63,0.59,0.61,0.61,0.6,0.6,0.63,0.64,0.58,0.68,1.1,0.99,1,0.95,0.72,0.69,0.64,0.7,0.95,0.73,0.75,0.77,0.79,0.81,0.98,0.17,0.31,0.33,0.71,0.46,0.5,0.5,0.77,1,0.98,0.99,0.86,0.82,0.87,0.91,0.97,0.94,0.87,0.95,0.92,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-01-01,3.4,2.1,1.6,1.4,1.2,0.84,0.64,0.45,0.91,0.94,0.39,0.43,0.53,0.67,0.55,0.17,0.72,0.18,0.22,0.22,0.19,0.19,0.19,0.72,0.67,0.69,0.71,0.82,0.75,0.65,0.42,0.62,0.47,0.46,0.53,0.43,0.5,0.61,0.58,0.5,0.16,0.06,0.53,0.52,0.58,0.58,0.54,0.5,0.56,0.53,0.53,0.57,0.59,0.62,0.45,0.46,0.36,0.41,0.57,0.39,0.39,0.24,0.72,0.76,0.78,0.79,0.78,0.77,0.82,0.81,0.8,0.79,0.38,0.66,0.77,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-02-01,5.3,4,2.5,1.7,1.2,0.79,0.75,0.7,0.8,0.73,0.83,0.31,0.47,0.66,0.74,0.71,0.51,0.74,0.65,0.72,0.7,0.69,0.73,0.53,0.72,0.77,0.97,1.3,0.92,0.88,0.81,0.83,0.84,0.78,0.8,0.83,0.74,0.77,0.79,0.44,0.81,0.88,0.79,0.77,0.55,0.53,0.5,0.53,0.65,0.53,0.53,0.52,0.53,0.62,0.55,1.2,1.1,1.1,0.9,0.85,0.73,0.55,0.86,0.96,0.96,0.92,0.93,0.89,0.91,0.91,0.96,0.93,0.76,0.89,0.91,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-03-01,5.6,4.5,2.7,2.4,1.8,0.56,0.58,0.6,0.57,0.57,0.15,0.47,0.58,0.51,0.59,0.66,0.48,0.12,0.3,0.32,0.67,0.66,0.24,0.48,0.88,0.95,1,1.1,0.81,0.75,0.73,0.64,0.72,0.72,0.69,0.79,0.68,0.66,0.64,0.54,0.96,0.9,0.85,0.83,0.67,0.69,0.47,0.64,0.73,0.71,0.73,0.71,0.71,0.77,0.83,0.88,0.7,0.87,0.55,0.76,0.8,0.8,0.63,0.75,0.78,0.72,0.61,0.67,0.67,0.66,0.7,0.69,0.6,0.61,0.73,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-04-01,5.5,5,3,2.6,2.2,0.41,0.49,0.36,0.5,0.47,0.47,0.14,0.17,0.22,0.33,0.5,0.35,0.52,0.65,0.62,0.51,0.56,0.47,0.23,0.6,1.6,2.1,2.7,2.8,2.9,0.44,0.31,0.31,0.35,0.58,0.44,0.25,0.3,0.33,0.12,0.1,0,0,0.06,0,0.16,0.19,0.09,0.24,0.05,0,0.06,0,0.06,0.26,0.59,0.62,0.59,0.71,0.58,0.61,0.55,0.63,0.91,1.2,0.72,0.58,0.62,0.67,0.72,0.77,0.88,0.62,0.79,0.75,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-05-01,6.3,5.9,5.5,5.4,5.1,0.78,0.68,0.6,0.69,0.73,0.76,0.09,0.14,0.13,0.11,0.15,0.16,0.22,0.09,0.1,0.08,0.19,0.21,0.08,3.3,3.3,3.9,5.2,4,3.7,0.15,0.12,0.1,0,0.18,0.14,0.08,0.09,0.11,0.22,1.9,2,1.4,1.1,0.43,0.4,0.29,0.6,0.9,1.1,1.1,0.38,0.26,0.49,1.5,0.65,0.54,0.56,0.74,0.5,0.5,0.25,0.93,2,2.4,1.3,1.1,1.2,1.3,1.4,1.8,1.8,1.6,1.9,1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06-01,11,9.9,7.3,7.6,7.6,0.45,0.4,0.3,0.36,0.45,0.34,0.33,0.41,0.46,0.45,0.41,0.36,0.59,0.48,0.44,0.45,0.49,0.74,0.31,1.9,2.9,3.2,4.6,3.4,1.6,1,0.47,1,0.93,1.3,0.58,0.72,0.46,0.58,1.4,4.3,3.8,4.2,4.1,5.2,4.4,3,1.4,6.2,2,1.7,2.5,3.7,2.4,4.2,0,0,0,0,0.1,0.16,0.37,0.8,2.1,3,1.4,1,1.1,1.3,1.4,2.1,2,2,2,1.1,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-07-01,0.99,1.2,3.2,2.2,1.5,0.99,1.1,0.4,0.89,0.73,0.21,3.2,0.53,0.15,0.11,0.05,0.09,0.13,0.06,0.2,0.07,0.23,0.12,1.4,4.2,4.8,5.7,6,6.3,6,0.38,0.29,0.43,0.37,0.45,0.37,0.23,0.22,0.31,0.14,0.14,0.53,0.32,0.41,1.1,0.23,0.22,0.45,1.2,0.61,0.45,0.36,0.56,0.87,1.1,0.61,0.7,0.49,0.62,0.44,0.35,0.35,1.3,2.8,3,2.5,1.7,1.9,2.1,2.4,1.8,1.9,1.7,2.1,2.1,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-08-01,9.8,7.9,4.5,3.8,3.2,0.55,0.54,0.34,0.45,0.44,0.41,1,1.1,0.73,0.81,0.67,1.2,0.31,0.53,0.53,0.56,0.86,0.27,1.3,1,1,1.3,2,1.4,3.2,0.63,0.38,0.62,0.38,0.59,0.45,0.36,0.43,0.44,1.4,2.6,2.3,2,1.9,2.1,2.1,1.4,1.6,2,1.8,1.9,2.2,2.3,2.3,2.2,0.97,0.7,0.69,0.53,1.2,0.66,0.46,0.08,0.74,1.5,0.16,0.15,0.18,0.13,0.16,0.65,0.64,0.57,0.62,0.64,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
